LakeID,OfficialName,Town,LakeRegion,LakeArea,BasinArea,Elevation,MaxDepth,MeanDepth,OutletType,locationName,locationType,centerLatitude,centerLongitude
NOYES,Noyes Pond (Seyon Pond),Groton,North Central,39,2408,1781,11,6,ARTIFICIAL,Noyes Pond Groton,Reservoir,44.23,-72.32
NULHEGAN,Nulhegan Pond,Brighton,NE Kingdom,37,5421,1158,14,,NATURAL,Nulhegan Pond Brighton,Pond,44.791716,-71.8178717
NUMBER ELEVEN,Unnamed Pond referred to by DEC as Number Eleven,Westford,Champlain ,12,300,710,,,,Number Eleven Pond Westford,Pond,44.62,-72.97
OAK HILL,Unnamed Pond referred to by DEC as Oak Hill,Williston,Champlain ,8,1534,630,,,,Oak Hill Pond Williston,Pond,44.42,-73.08
OLD MARSH,Old Marsh Pond,Fair Haven,West Central,131,1802,484,6,,NATURAL with ARTIFICIAL CONTROL,Old Marsh Pond Fair Haven,Lake (Artificial Control),43.63,-73.27
OLYMPUS POOL,Olympus Pool,Proctor,West Central,3,96,530,,,,Olympus Pool Pond Proctor,Pond,43.65,-73.03
ORANGE,Unnamed Pond referred to by DEC as Orange,Orange,North Central,,,1530,,,,Orange Pond Orange,Pond,44.22,-72.42
OSMORE,Osmore Pond,Peacham,North Central,48,778,1470,12,6,NATURAL,Osmore Pond Peacham,Pond,44.3083926,-72.2781547
OTTER,Unnamed Pond referred to by DEC as Otter,Belvidere,Champlain ,,,1350,,,,Otter Pond Belvidere,Pond,44.78,-72.63
OXBOW,Unnamed Pond referred to by DEC as Oxbow,Swanton,Champlain ,27,190,115,,,,Oxbow Pond Swanton,Pond,44.92,-73.08
OXBOW-2,Unnamed Pond referred to by DEC as Oxbow - 2,Fairfax,Champlain ,,,430,,,,Oxbow - 2  Pond Fairfax,Pond,44.65,-72.95
PAGE,Page Pond,Albany,North Central,16,106,1204,,,,Page Pond Albany,Pond,44.7147718,-72.3670515
PAINE,Unnamed Pond referred to by DEC as Paine,Northfield,East Central,,,1570,,,,Paine Pond Northfield,Pond,44.13,-72.62
PARAN,Lake Paran,Bennington,Green Mtn South,40,9312,647,23,11,ARTIFICIAL,Lake Paran Bennington,Reservoir,42.9328561,-73.2337199
PARKER,Lake Parker,Glover,North Central,250,5418,1299,45,25,NATURAL with ARTIFICIAL CONTROL,Lake Parker Glover,Lake (Artificial Control),44.7194941,-72.2328808
PATCH,Patch Pond,Rutland City,West Central,20,33531,605,,,ARTIFICIAL,Patch Pond Rutland City,Reservoir,43.6309011,-72.9823293
PAUL STREAM,Paul Stream Pond,Brunswick,NE Kingdom,20,151,1025,10,,NATURAL,Paul Stream Pond Brunswick,Pond,44.6908845,-71.6225882
PEABODY,Unnamed Pond referred to by DEC as Peabody,Weston,West Central,,,2240,,,,Peabody Pond Weston,Pond,43.317018,-72.8439883
PEACE,Unnamed Pond referred to by DEC as Peace,Eden,North Central,,,1840,,,,Peace Pond Eden,Pond,44.73,-72.62
PEACHAM,Peacham Pond,Peacham,North Central,340,3750,1401,61,20,NATURAL with ARTIFICIAL CONTROL,Peacham Pond Peacham,Lake (Artificial Control),44.33,-72.27
PECKS,Pecks Pond,Barre Town,North Central,16,443,1010,,,,Pecks Pond Barre Town,Pond,44.1681171,-72.5364945
PENSIONER,Pensioner Pond,Charleston,NE Kingdom,173,66882,1141,39,15,NATURAL with ARTIFICIAL CONTROL,Pensioner Pond Charleston,Lake (Artificial Control),44.8736591,-72.0573206
PERCH (BENSON),Perch Pond,Benson,West Central,24,110,527,44,16,NATURAL with ARTIFICIAL CONTROL,Perch Pond Benson,Lake (Artificial Control),43.7503403,-73.2798365
PERCH (WOLCTT),Perch Pond,Wolcott,North Central,7,902,1190,,,,Perch Pond Wolcott,Pond,44.6108849,-72.4976109
PERRY-JACKSON,Unnamed Pond referred to by DEC as Perry - Jackson,Cornwall,Champlain ,,,360,,,,Perry - Jackson Pond Cornwall,Pond,44,-73.2
PERU,Unnamed Pond referred to by DEC as Peru,Peru,Green Mtn South,,,1625,,,,Peru Pond Peru,Pond,43.23,-72.9
PHILLIPS (BENSON),unnamed pond referred to by DEC as Phillips,Benson,West Central,2,,490,,,,Phillips Pond Benson,Pond,43.71648,-73.34788
PHILLIPS (WSTFLD),Phillips Pond,Westfield,NE Kingdom,4,77,990,,,,Phillips Pond Westfield,Pond,44.92,-72.42
PICKEREL,Pickerel,Manchester,Green Mtn South,9,31,730,,,,Pickerel Pond Manchester,Pond,43.2064646,-73.019548
PICKETT,Pickett Pond,Woodbury,North Central,5,416,1410,,,,Pickett Pond Woodbury,Pond,44.4395,-72.3801057
PICKLES,Pickles Pond,Brookfield,East Central,17,268,1470,,,,Pickles Pond Brookfield,Pond,43.9970092,-72.6087154
PICO,Pico Pond,Killington,West Central,12,581,2160,,,,Pico Pond Killington,Pond,43.6489569,-72.8123251
PIEDMONT,Piedmont Pond,Rutland City,West Central,1,988,610,,,,Piedmont Pond Rutland City,Pond,43.6089571,-72.9570505
PIGEON,Pigeon Pond,Groton,North Central,69,801,1954,21,11,NATURAL,Pigeon Pond Groton,Pond,44.245894,-72.3284329
PINE,Pine Pond,Castleton,West Central,40,774,474,7,,NATURAL with ARTIFICIAL CONTROL,Pine Pond Castleton,Lake (Artificial Control),43.63,-73.2
PINNACLE,Unnamed Pond referred to by DEC as Pinnacle,Wells,West Central,6,163,1370,,,,Pinnacle Pond Wells,Pond,43.45,-73.13
PINNEO,Lake Pinneo,Hartford,East Central,50,150,610,11,,ARTIFICIAL,Lake Pinneo Hartford,Reservoir,43.65,-72.43
PITCHER,Unnamed Pond referred to by DEC as Pitcher,Sutton,NE Kingdom,,,1200,,,,Pitcher Pond Sutton,Pond,44.7,-72.07
PLEASANT VALLEY,Pleasant Valley Reservoir,Brattleboro,Green Mtn South,25,649,630,38,18,ARTIFICIAL,Pleasant Valley Reservoir Brattleboro,Reservoir,42.88,-72.62
PLEIAD,Pleiad Lake,Hancock,West Central,6,54,2050,,,,Pleiad Lake Hancock,Lake,43.9339521,-72.9578898
POMFRET,Unnamed Pond referred to by DEC as Pomfret,Pomfret,East Central,,,960,,,,Pomfret Pond Pomfret,Pond,43.73,-72.45
PORTER,Porter's Pond,Ferrisburgh,Champlain ,20,188,114,10,,NATURAL,Porter's Pond Ferrisburgh,Pond,44.2,-73.32
POTTERS,Potters Pond,Albany,North Central,5,129,850,,,,Potters Pond Albany,Pond,44.78,-72.32
PRENTISS,Prentiss Pond,Dorset,Green Mtn South,2,207,930,,,,Prentiss Pond Dorset,Pond,43.2517421,-73.105383
PRESTON,Preston Pond,Bolton,Champlain ,9,206,1150,,,,Preston Pond Bolton,Pond,44.423942,-72.9090114
PRISON,Unnamed Pond referred to by DEC as Prison,Windsor,East Central,5,,1000,,,,Prison Pond Windsor,Pond,43.5,-72.43
PROPER,Proper Pond,Highgate,Champlain ,9,157,225,,,,Proper Pond Highgate,Pond,45.0033748,-73.053183
QUARRY (WTHFLD),Quarry Pond,Weathersfield,East Central,1,15,1030,,,,Quarry Pond Castleton,Pond,43.6,-73.17
QUARRY (CSLTON),Unnamed Pond referred to by DEC as Quarry,Castleton,West Central,17,86,540,,,,Quarry Pond Weathersfield,Pond,43.372573,-72.5356469
RANDOLPH-N,Unnamed Pond referred to by DEC as Randolph - N,Randolph,East Central,10,117,1470,,,,Randolph - N Pond Randolph,Pond,43.98,-72.62
RAPONDA,Lake Raponda,Wilmington,Green Mtn South,121,616,1832,12,8,NATURAL with ARTIFICIAL CONTROL,Lake Raponda Wilmington,Lake (Artificial Control),42.8750812,-72.8175965
RATTLESNAKE,Unnamed Pond referred to by DEC as Rattlesnake,Springfield,East Central,,,955,,,,Rattlesnake Pond Springfield,Pond,43.33,-72.43
READING,Reading Pond,Reading,East Central,22,662,1756,10,6,NATURAL,Reading Pond Reading,Pond,43.5020148,-72.6534293
RED,Unnamed Pond referred to by DEC as Red,Winhall,Green Mtn South,,,489,,,,Red Pond Winhall,Pond,43.17,-72.92
RED MILL,Red Mill Pond,Woodford,Green Mtn South,7,1258,2230,,,,Red Mill Pond Woodford,Pond,42.8892467,-73.0276028
RED ROCK,Red Rock,Addison,Champlain ,,,1240,,,,Red Rock Pond Addison,Pond,44.07,-73.28
RESCUE,Rescue Lake,Ludlow,Green Mtn South,184,22859,1044,95,24,NATURAL with ARTIFICIAL CONTROL,Rescue Lake Ludlow,Lake (Artificial Control),43.45,-72.7
RESERVOIR,Reservoir Pond (Lake Pauline),Ludlow,Green Mtn South,32,23468,1040,47,,ARTIFICIAL,Reservoir Pond Ludlow,Reservoir,43.43,-72.7
REVOIR,Unnamed Pond referred to by DEC as Revoir,Coventry,NE Kingdom,,,700,,,,Revoir Pond Coventry,Pond,44.85,-72.2
REYNOLDS,Reynolds Reservoir,Proctor,West Central,3,86,790,,,,Reynolds Reservoir Proctor,Pond,43.65,-73.03
RICHARDS,Unnamed Pond referred to by DEC as Richards,Marshfield,North Central,14,704,1090,,,,Richards Pond Marshfield,Pond,44.37,-72.35
RICHMOND,Richmond Pond,Richmond,Champlain ,24,539,730,,,NATURAL,Richmond Pond Richmond,Pond,44.4178307,-72.9467898
RICHVILLE,Richville Pond,Shoreham,West Central,129,17920,253,8,3,ARTIFICIAL,Richville Pond Shoreham,Reservoir,43.85,-73.27
RICKER,Ricker Pond,Groton,North Central,95,13622,1051,31,12,NATURAL with ARTIFICIAL CONTROL,Ricker Pond Groton,Lake (Artificial Control),44.2470054,-72.244541
RIDDEL,Riddel Pond,Orange,North Central,15,1294,1590,,,,Riddel Pond Orange,Pond,44.1408963,-72.3495433
RIPTON-NW,Unnamed Pond referred to by DEC as Ripton - NW,Ripton,West Central,8,352,1590,,,,Ripton - NW Pond Ripton,Pond,44.03,-73.05
RITTERBUSH,Ritterbush Pond,Eden,North Central,14,373,1041,,,,Ritterbush Pond Eden,Pond,44.7469932,-72.5990058
RITTERBUSH MEADOW,Unnamed Pond referred to by DEC as Ritterbush Meadow,Eden,North Central,10,921,935,,,,Ritterbush Meadow Pond Eden,Pond,44.75,-72.58
ROACH,Roach Pond,Hubbardton,West Central,20,145,534,7,,,Roach Pond Hubbardton,Pond,43.7156197,-73.2053899
ROBINSON,Unnamed Pond referred to by DEC as Robinson,Northfield,East Central,7,2553,1290,,,,Robinson Pond Northfield,Pond,44.12,-72.62
ROCKY,Rocky Pond,Rutland City,West Central,8,74,861,,,,Rocky Pond Rutland City,Pond,43.6267345,-73.0034408
ROGERS,Unnamed Pond referred to by DEC as Rogers,Westford,Champlain ,,,675,,,,Rogers Pond Westford,Pond,44.6,-73.05
ROOD,Rood Pond,Williamstown,East Central,23,343,1306,52,25,NATURAL with ARTIFICIAL CONTROL,Rood Pond Williamstown,Lake (Artificial Control),44.0770076,-72.5889944
ROOT,Root Pond,Benson,West Central,18,578,412,56,,NATURAL,Root Pond Benson,Pond,43.678953,-73.3495587
ROSS,Unnamed Pond referred to by DEC as Ross,Morristown,North Central,,,820,,,,Ross Pond Morristown,Pond,44.52,-72.65
ROULEAU,Rouleau Pond,Williamstown,East Central,1,913,970,,,,Rouleau Pond Williamstown,Pond,44.12,-72.55
ROUND (EDEN),Round Pond,Eden,North Central,10,98,1206,,,,Round Pond Eden,Pond,44.7064385,-72.5265014
ROUND (HOLLND),Round Pond,Holland,NE Kingdom,14,42,1516,,,,Round Pond Holland,Pond,45.0019907,-71.9250961
ROUND (MILTON),Round Pond,Milton,Champlain ,22,117,390,31,,NATURAL,Round Pond Milton,Pond,44.6117133,-73.2195746
ROUND (NEWBRY),Round Pond,Newbury,East Central,30,260,1241,23,,NATURAL,Round Pond Newbury,Pond,44.1053421,-72.1589818
ROUND (SHEFLD),Round Pond,Sheffield,North Central,13,154,1631,,,,Round Pond Sheffield,Pond,44.6775511,-72.1503784
ROWE,Unnamed Pond referred to by DEC as Rowe,West Windsor,East Central,7,263,770,,,,Rowe Pond West Windsor,Pond,43.47,-72.5
ROXBURY FLAT,Unnamed Pond referred to by DEC as Roxbury Flat,Roxbury,East Central,13,1806,990,,,,Roxbury Flat Pond Roxbury,Pond,44.08,-72.73
ROYALTON HILL,Unnamed Pond referred to by DEC as Royalton Hill,Royalton,East Central,11,199,1370,,,,Royalton Hill Pond Royalton,Pond,43.78,-72.57
RUNNEMEDE,Lake Runnemede (Evarts Pond),Windsor,East Central,62,133,322,13,,ARTIFICIAL,Lake Runnemede Windsor,Reservoir,43.4839605,-72.3892576
RUSH,Rush,Eden,North Central,14,131,1290,,,,Rush Pond Eden,Pond,44.6711614,-72.5312238
RUSS,Russ Pond,Elmore,North Central,7,59,1290,,,,Russ Pond Elmore,Pond,44.4625546,-72.5303891
RUTLAND CITY,Rutland City Reservoir,Rutland Town,West Central,13,49,930,,,,Rutland City Reservoir Rutland Town,Reservoir,43.65,-72.95
RYDER,Ryder Pond,Whitingham,Green Mtn South,14,115,1630,,,,Ryder Pond Whitingham,Pond,42.82,-72.85
RYEGATE CENTER,Unnamed Pond referred to by DEC as Ryegate Center,Ryegate,North Central,7,187,1250,,,,Ryegate Center Pond Ryegate,Pond,44.22,-72.12
SABIN,Sabin Pond (Woodbury Lake),Calais,North Central,142,9014,922,58,18,NATURAL,Sabin Pond Calais,Pond,44.4042231,-72.4162173
SADAWGA,Sadawga Pond,Whitingham,Green Mtn South,194,1169,1670,10,6,NATURAL with ARTIFICIAL CONTROL,Sadawga Pond Whitingham,Lake (Artificial Control),42.78036,-72.8762088
SALEM,Lake Salem,Derby,NE Kingdom,764,84133,963,70,20,NATURAL,Lake Salem Derby,Lake,44.9292138,-72.1037106
SALMON,Unnamed Pond referred to by DEC as Salmon,Putney,Green Mtn South,6,464,1090,,,,Salmon Pond Putney,Pond,42.98,-72.58
SANGMAN,Unnamed Pond referred to by DEC as Sangman,Pittsford,West Central,,,590,,,,Sangman Pond Pittsford,Pond,43.68,-72.98
SARAH MOORES,Sarah Moores Pond,Barnet,North Central,13,288,975,,,,Sarah Moores Pond Barnet,Pond,44.323671,-72.0698169
SARGENT,Sargent Pond (Unsargent Pond),Coventry,NE Kingdom,6,1306,930,,,,Sargent Pond Coventry,Pond,43.6770107,-73.075665
SAWDUST,Sawdust Pond,Newark,NE Kingdom,15,2751,1775,,,,Sawdust Pond Newark,Pond,44.7317172,-71.970374
SAXE,Unnamed Pond referred to by DEC as Saxe,Highgate,Champlain ,5,350,235,,,,Saxe Pond Highgate,Pond,44.97,-73.07
SCHOFIELD,Schofield Pond,Hyde Park,North Central,29,936,1268,23,,NATURAL,Schofield Pond Hyde Park,Pond,44.6494951,-72.5317793
SCHWARTZ,Unnamed Pond referred to by DEC as Schwartz,Morristown,North Central,,,1250,,,,Schwartz Pond Morristown,Pond,44.53,-72.68
SCOTCH,Unnamed Pond referred to by DEC as Scotch,Fair Haven,West Central,,,350,,,,Scotch Pond Fair Haven,Pond,43.62,-73.27
SEARSBURG,Searsbury Reservoir,Searsburg,Green Mtn South,25,98,1756,,,ARTIFICIAL,Searsburg Reservoir Searsburg,Reservoir,42.92,-72.93
SEYMOUR,Seymour Lake,Morgan,NE Kingdom,1769,12920,1279,167,70,NATURAL with ARTIFICIAL CONTROL,Seymour Lake Morgan,Lake (Artificial Control),44.8969923,-71.9817632
SHADOW (CONCRD),Shadow Lake,Concord,NE Kingdom,128,1649,1336,55,14,NATURAL,Shadow Lake Concord,Lake,44.4003367,-71.8734249
SHADOW (GLOVER),Shadow Lake,Glover,North Central,210,3575,1396,139,55,NATURAL with ARTIFICIAL CONTROL,Shadow Lake Glover,Lake (Artificial Control),44.668103,-72.226571
SHADOW (WOODBY),Shadow Pond,Woodbury,North Central,2,115,1190,,,,Shadow Pond Woodbury,Pond,44.4653327,-72.4137185
SHAFTSBURY,Shaftsbury Lake,Shaftsbury,Green Mtn South,27,2311,848,7,,ARTIFICIAL,Shaftsbury Lake Shaftsbury,Reservoir,43.02,-73.18
SHARON-E,Unnamed Pond referred to by DEC as Sharon - E,Sharon,East Central,8,304,1370,,,,Sharon - E Pond Sharon,Pond,43.78,-72.4
SHAWVILLE,Unnamed Pond referred to by DEC as Shawville,Highgate,Champlain ,11,288,580,,,,Shawville Pond Highgate,Pond,44.93,-72.93
SHELBURNE,Shelburne Pond,Shelburne,Champlain ,452,4922,332,25,11,NATURAL,Shelburne Pond Shelburne,Pond,44.3867182,-73.1606809
SHELDON,Unnamed Pond referred to by DEC as Sheldon,Fair Haven,West Central,2,124,717,,,,Sheldon Pond Fair Haven,Pond,43.67,-73.27
SHERMAN,Sherman Reservoir,Whitingham,Green Mtn South,160,143000,1102,,,ARTIFICIAL,Sherman Reservoir Whitingham,Reservoir,42.73,-72.92
SHIPPEE,Shippee Pond,Whitingham,Green Mtn South,24,366,1692,6,,NATURAL with ARTIFICIAL CONTROL,Shippee Pond Whitingham,Lake (Artificial Control),42.7467495,-72.8348185
SILVER (BARNRD),Silver Lake,Barnard,West Central,84,1091,1307,32,16,NATURAL with ARTIFICIAL CONTROL,Silver Lake Barnard,Lake (Artificial Control),43.7297902,-72.6106541
SILVER (GEORGA),Silver Lake,Georgia,Champlain ,27,127,783,30,,NATURAL with ARTIFICIAL CONTROL,Silver Lake Georgia,Lake (Artificial Control),44.72,-73.07
SILVER (LEICTR),Silver Lake,Leicester,West Central,101,413,1250,70,29,ARTIFICIAL,Silver Lake Leicester,Reservoir,43.88,-73.05
SIMONDS,Simonds Reservoir,Hartford,East Central,1,504,710,,,,Simonds Reservoir Hartford,Reservoir,43.63,-72.35
SIMPSONVILLE,Unnamed Pond referred to by DEC as Simpsonville,Townshend,Green Mtn South,12,433,990,,,,Simpsonville Pond Townshend,Pond,43.07,-72.63
SKYLIGHT,Skylight Pond,Ripton,West Central,2,17,3350,,,NATURAL,Skylight Pond Ripton,Pond,43.9867293,-72.9351127
SLAYTON (WOODBY),Slayton Pond,Woodbury,North Central,8,166,1470,,,,Slayton Pond Woodbury,Pond,44.4400553,-72.472331
SMITH (COVNTY),Smith Pond (Sargent Pond),Coventry,NE Kingdom,8,141,974,,,,Smith Pond Coventry,Pond,44.92,-72.28
SMITH (PITTFD),Smith Pond,Pittsford,West Central,6,57,370,,,,Smith Pond Pittsford,Pond,43.7186767,-73.06261
SMITH (WOODBY),Smith Pond,Woodbury,North Central,4,90,1170,,,,Smith Pond Woodbury,Pond,44.4295,-72.4642749
SODOM,Sodom Pond,East Montpelier,North Central,21,1850,1058,5,,NATURAL,Sodom Pond East Montpelier,Pond,44.3256137,-72.4998296
SOMERSET,Somerset Reservoir,Somerset,Green Mtn South,1568,16313,2134,85,24,ARTIFICIAL,Somerset Reservoir Somerset,Reservoir,43.009708,-72.952621
SOMERSET-N,Unnamed Pond referred to by DEC as Somerset - N,Somerset,Green Mtn South,,,2155,,,,Somerset - N Pond Somerset,Pond,43.02,-72.97
SOMERSET-W,Unnamed Pond referred to by DEC as Somerset - W,Somerset,Green Mtn South,,,2130,,,,Somerset - W Pond Somerset,Pond,43,-72.95
SOUTH (BRKFLD),South Pond,Brookfield,East Central,16,365,1423,10,,NATURAL,South Pond Brookfield,Pond,44.0414527,-72.6214946
SOUTH (CHITDN),South Pond,Chittenden,West Central,10,254,2266,,,,South Pond Chittenden,Pond,43.7159001,-72.8751057
SOUTH (EDEN),South Pond,Eden,North Central,103,1382,1196,66,,NATURAL with ARTIFICIAL CONTROL,South Pond Eden,Lake (Artificial Control),44.68,-72.53
SOUTH (MARLBR),South Pond,Marlboro,Green Mtn South,68,344,1650,35,15,NATURAL,South Pond Marlboro,Pond,42.8445262,-72.7128712
SOUTH AMERICA,South America Pond,Ferdinand,NE Kingdom,29,509,1747,4,,NATURAL,South American Pond Ferdinand,Pond,44.7056067,-71.7431474
SOUTH BAY,South Bay,Newport City,NE Kingdom,470,,682,,,,South Bay Pond Newport City,Pond,44.93,-72.2
SOUTH DOLLOFF,South Dolloff Pond,Sutton,NE Kingdom,3,768,1450,,,,South Dolloff Pond Sutton,Pond,44.694218,-72.0314863
SOUTH KING,South King Pond,Woodbury,North Central,4,58,1190,,,,South King Pond Woodbury,Pond,44.42,-72.43
SOUTH LONDONDERRY,Unnamed Pond referred to by DEC as South Londonderry,Londonderry,Green Mtn South,,,1170,,,,South Londonderry Pond Londonderry,Pond,43.2,-72.82
SOUTH MECAWEE,Unnamed Pond referred to by DEC as South Mecawee,Reading,East Central,2,294,1580,,,NATURAL,South Mecawee Pond Reading,Pond,43.53,-72.63
SOUTH READING,Unnamed Pond referred to by DEC as South Reading,Reading,East Central,12,644,1410,,,,South Reading Pond Reading,Pond,43.47,-72.6
SOUTH RICHFORD,Unnamed Pond referred to by DEC as South Richford,Richford,Champlain ,12,295,970,,,,South Richford Pond Richford,Pond,44.95,-72.65
SOUTH ST. ALBANS,"St. Albans Reservoir, South",Fairfax,Champlain ,27,1346,717,23,13,ARTIFICIAL,"St. Albans Reservoir, South Fairfax",Reservoir,44.75,-73.07
SOUTH STREAM,South Stream Pond,Pownal,Green Mtn South,24,3456,1150,,,ARTIFICIAL,South Stream Pond Pownal,Reservoir,42.82,-73.18
SOUTH VILLAGE,South Village Pond,Dorset,Green Mtn South,5,85,750,,,,South Village Pond Dorset,Pond,43.2278531,-73.013159
SOUTH WOODBURY,Unnamed Pond referred to by DEC as South Woodbury,Woodbury,North Central,6,1990,1030,,,,South Woodbury Pond Woodbury,Pond,44.42,-72.42
SPECTACLE,Spectacle Pond,Brighton,NE Kingdom,103,1024,1173,15,8,NATURAL,Spectacle Pond Brighton,Pond,44.8006048,-71.8503722
SPOONERVILLE,Unnamed Pond referred to by DEC as Spoonerville,Chester,East Central,8,154,730,,,,Spoonerville Pond Chester,Pond,43.32,-72.55
SPRING (BRANDN),Spring Pond,Brandon,West Central,5,86,490,,,,Spring Pond Brandon,Pond,43.8356192,-73.0637234
SPRING (SHRWBY),Spring Lake (Shrewsbury Pond),Shrewsbury,West Central,66,275,1476,84,35,NATURAL,Spring Lake Shrewsbury,Lake,43.4959033,-72.918992
SPRINGFIELD,Springfield Reservoir,Weathersfield,East Central,10,1696,677,,,ARTIFICIAL,Springfield Reservoir Weathersfield,Reservoir,43.35,-72.48
SPRUCE (ORWELL),Spruce Pond,Orwell,West Central,25,283,638,25,,NATURAL,Spruce Pond Orwell,Pond,43.7639512,-73.2773368
SPRUCE (WILMTN),Spruce Pond,Wilmington,Green Mtn South,12,987,1645,,,ARTIFICIAL,Spruce Pond Wilmington,Reservoir,42.85,-72.83
ST. CATHERINE,Lake St. Catherine,Wells,West Central,904,7447,484,68,37,NATURAL,Lake St. Catherine Wells,Lake,43.47,-73.22
STAMFORD,Stamford Pond,Stamford,Green Mtn South,12,260,2370,,,,Stamford Pond Stamford,Pond,42.8223028,-73.0651034
STANDING,Standing Pond,Sharon,East Central,15,76,1326,,,,Standing Pond Sharon,Pond,43.8175682,-72.425373
STANNARD,Stannard Pond,Stannard,North Central,25,125,2310,11,,NATURAL,Stannard Pond Stannard,Pond,44.5300544,-72.1653782
STANNARD-E,Unnamed Pond referred to by DEC as Stannard - E,Stannard,North Central,,,2220,,,,Stannard - E Pond Stannard,Pond,44.53,-72.18
STAPLES,Staples Pond,Williamstown,East Central,15,326,890,,,,Staples Pond Williamstown,Pond,44.085341,-72.5626049
STAR,Star Lake,Mount Holly,West Central,63,709,1851,8,5,NATURAL with ARTIFICIAL CONTROL,Star Lake Mount Holly,Lake (Artificial Control),43.419516,-72.8162108
STEAM MILL,Unnamed Pond referred to by DEC as Steam Mill,Walden,North Central,,,2195,,,,Steam Mill Pond Walden,Pond,44.5,-72.15
STEARNS,Unnamed Pond referred to by DEC as Stearns,Holland,NE Kingdom,,,1530,,,,Stearns Pond Holland,Pond,44.95,-72.98
STERLING,Sterling Pond,Cambridge,Champlain ,8,17,3008,,,NATURAL,Sterling Pond Cambridge,Pond,44.555885,-72.7742894
STEVENS,Stevens Pond,Maidstone,NE Kingdom,26,178,919,9,,ARTIFICIAL,Stevens Pond Maidstone,Reservoir,44.5983874,-71.5706412
STILES,Stiles Pond,Waterford,NE Kingdom,135,3884,877,33,11,NATURAL with ARTIFICIAL CONTROL,Stiles Pond Waterford,Lake (Artificial Control),44.42,-71.93
STILLWATER,Stillwater Pond,Charleston,NE Kingdom,5,2643,1310,,,,Stillwater Pond Charleston,Pond,44.8397709,-71.9295403
STONY,Unnamed Pond referred to by DEC as Stony,Eden,North Central,,,1230,,,,Stony Pond Eden,Pond,44.7,-72.6
STOUGHTON,Stoughton Pond,Weathersfield,East Central,56,19257,502,20,9,ARTIFICIAL,Stoughton Pond Weathersfield,Reservoir,43.3792397,-72.4998126
STRAFFORD,Unnamed Pond referred to by DEC as Strafford,Strafford,East Central,18,209,1330,,,,Strafford Pond Strafford,Pond,43.85,-72.43
STRATTON,Stratton Pond,Stratton,Green Mtn South,46,264,2555,18,,NATURAL,Stratton Pond Stratton,Pond,43.1039661,-72.9698243
STRATTON SKI AREA,Unnamed Pond referred to by DEC as Stratton Ski Area,Winhall,Green Mtn South,,,1705,,,ARTIFICIAL,Stratton Ski Area Pond Winhall,Reservoir,43.12,-72.9
STUART,Stuart Pond,Lyndon,NE Kingdom,4,115,830,,,,Stuart Pond Lyndon,Pond,44.5061672,-72.0145404
SUGAR HILL,Sugar Hill Reservoir,Goshen,West Central,63,1667,1768,35,22,ARTIFICIAL,Sugar Hill Reservoir Goshen,Reservoir,43.92,-73
SUGAR HOLLOW,Sugar Hollow Pond,Pittsford,West Central,21,278,750,3,,NATURAL with ARTIFICIAL CONTROL,Sugar Hollow Pond Pittsford,Lake (Artificial Control),43.7564542,-73.0281656
SUKES,Sukes Pond,Brighton,NE Kingdom,9,58,1521,,,,Sukes Pond Brighton,Pond,44.7544943,-71.8964839
SUNRISE,Sunrise Lake,Benson,West Central,57,1775,496,43,26,NATURAL with ARTIFICIAL CONTROL,Sunrise Lake Benson,Lake (Artificial Control),43.77,-73.27
SUNSET (BENSON),Sunset Lake,Benson,West Central,202,1192,497,118,50,NATURAL with ARTIFICIAL CONTROL,Sunset Lake Benson,Lake (Artificial Control),43.7564513,-73.2709476
SUNSET (BRKFLD),Sunset Lake,Brookfield,East Central,25,2664,1272,32,,NATURAL with ARTIFICIAL CONTROL,Sunset Lake Brookfield,Lake (Artificial Control),44.03,-72.6
SUNSET (MARLBR),Sunset Lake,Marlboro,Green Mtn South,96,507,1370,35,,NATURAL with ARTIFICIAL CONTROL,Sunset Lake Marlboro,Lake (Artificial Control),42.92,-72.68
SWAMP,Swamp Pond,Leicester,West Central,5,29,350,,,,Swamp Pond Leicester,Pond,43.8545066,-73.1478918
SWEENEY,Sweeney Pond,Glover,North Central,9,70,1950,,,,Sweeney Pond Glover,Pond,44.6953279,-72.2767709
SWEET,Sweet Pond,Guilford,Green Mtn South,20,682,970,11,,ARTIFICIAL,Sweet Pond Guilford,Reservoir,42.7539718,-72.6353693
TABER,Unnamed Pond referred to by DEC as Taber,Stowe,North Central,,,2290,,,,Taber Pond Stowe,Pond,44.45,-72.7
TABOR,Tabor Pond,Calais,North Central,5,6,1170,,,,Tabor Pond Calais,Pond,44.3883899,-72.4784412
TAMARACK,Unnamed Pond referred to by DEC as Tamarack,Wolcott,North Central,,,1210,,,,Tamarack Pond Wolcott,Pond,44.57,-72.42
TELEPHONE,Unnamed Pond referred to by DEC as Telephone,Chester,East Central,15,349,850,,,,Telephone Pond Chester,Pond,43.27,-72.55
TENNY,Tenny Pond (Hanson Pond),Newbury,East Central,10,144,1130,,,,Tenny Pond Newbury,Pond,44.17,-72.12
THE FISH,The Fish Pond,Newbury,East Central,6,380,590,,,,The Fish Pond Newbury,Pond,44.08,-72.07
THE POGUE,The Pogue,Woodstock,East Central,11,80,1150,,,,The Pogue Pond Woodstock,Pond,43.63,-72.55
